rainfall,temperature,soil_ph,humidity,fertilizer_usage,yield
146.0934072833945,30.523996704197746,5.361364077004404,70.60827199654557,157.98247563290607,18.94564372127722
95.83176596280785,33.06884907430303,6.391481307994936,85.91110901285113,102.49452890011932,13.084850796124293
158.78968798670738,33.657972354018256,5.535478148673309,54.658353041708466,173.4165226184145,19.326356245210334
134.6052043589046,26.561759728112687,5.596049446409697,57.52933367824895,131.11124256048316,18.685779009723838
44.126602183147426,26.844676950589673,6.843935313878546,78.04251694291413,56.22584114469492,9.821763131581768
176.34335274551339,31.59779698298522,6.221611218082606,61.80540268136529,163.9130183517521,20.924534708400078
144.17095529855294,23.34566175965142,7.596816370402987,74.03837393513385,108.49712671631168,17.806590159385813
147.90964579154308,32.23550015986616,6.029806885980983,59.364601616040375,59.82945551620669,12.426969024626398
49.21704490133188,26.400407990796197,7.088068333798143,46.42124251607312,61.3766187377989,9.410898877666684
97.55789068433506,19.969564313699564,6.3988585184027595,74.49580366739357,136.25475091538206,16.830885109084424
85.61970363488719,19.225005500240044,6.915873382936125,41.95122396678963,46.63215094212857,10.07087257478498
169.01474832729028,32.31388458767087,6.759207927461575,45.52493416715933,80.12312708793385,14.510546162614675
126.57976801209968,18.944654587416924,6.429238329173395,68.22172408756305,59.570262665781534,11.689743026586031
153.41424199062448,22.77039441427215,7.670158846023536,74.6052994101797,101.75084014641979,15.946503826947348
96.51212982409967,23.68021068852628,6.0910554711628855,82.4184580039942,98.00952807921058,14.602042295566582
64.08580826771653,20.940905568257094,5.660812303248109,49.44708436304226,113.06270085643983,11.86502069590647
113.18771805237522,23.336187286633816,6.963044558287553,40.86838570582938,79.14908607435423,13.754616500194818
39.5725884156263,30.625773634326457,7.399619659400562,85.67047295469933,44.48610251294481,7.012733844608363
154.1446757988873,18.249608340521203,5.304659723843802,43.18442366517355,126.014054914926,15.67734103881497
124.74965986830972,32.06194821685167,6.36904498989897,45.47635005949589,92.32052040352919,13.091438184221982
143.71316101280607,32.56131640076749,7.520467993187048,50.440461038598684,131.1868998236065,15.693773946281038
83.17889521948025,24.32844674425632,7.149008409199455,63.05774176339324,55.213375912597584,12.455284313277147
175.6047036592355,20.61141928403079,7.778700062893833,81.78975499980614,41.92882974116705,14.71632991387075
163.96816819832966,28.214286935066376,6.581675910152834,75.30893920468296,74.76119470394099,17.036370023224627
146.7575245610643,20.034433449703204,6.915988868882993,72.53235035365967,103.91662521916732,16.810066754513485
59.195806177795134,24.203629138330292,5.986448730958613,44.28457009636819,95.17007638358541,11.972099693736634
100.00815055905512,34.29329607531653,7.66359255913158,53.95717947087664,153.4423577382853,14.085012094853008
36.57056486808432,34.92289603392183,6.152472270246994,60.35546108259393,92.89727018699536,8.092810368237036
53.14342381013218,31.125783153027953,7.1201278529852345,42.81357553473605,114.26176514443105,10.872524425891234
132.4573429863682,23.286345668653027,6.248164530709613,49.49177421271364,123.09218294190691,17.853657606755895
141.71432338617257,29.690305835823573,6.660729218163798,51.34165980950074,43.05639483041362,11.387881790833264
175.1264598651315,29.991908213228214,7.07143459105602,41.74563851143908,112.11867275846646,18.142343139763817
78.87380372072279,24.593308817782045,6.523228794553521,64.16270367113765,88.2763763158373,14.191637753111525
